label,type,author,title,journal,year,volume,number,month,doi,art_number,article_number,url,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes
Buse201518,ARTICLE,"Buse, J. and Boch, S. and Hilgers, J. and Griebeler, E.M.",Conservation of threatened habitat types under future climate change - Lessons from plant-distribution models and current extinction trends in southern Germany,Journal for Nature Conservation,2015,27,NA,NA,10.1016/j.jnc.2015.06.001,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939160759&doi=10.1016%2fj.jnc.2015.06.001&partnerID=40&md5=7dc0e4e0b04647b2582e15dff272bd4b,NA,Article,NA,Scopus,NA,cited By 19,NA,NA,18-25,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Conservation of Threatened Habitat Types under Future Climate Change - Lessons from Plant-Distribution Models and Current Extinction Trends in Southern Germany.,selected,NA
X.WOS.000357981200019,article,"Jantz, Samuel M. and Barker, Brian and Brooks, Thomas M. and Chini, Louise P. and Huang, Qiongyu and Moore, Rachel M. and Noel, Jacob and Hurtt, George C.",Future habitat loss and extinctions driven by land-use change in biodiversity hotspots under four scenarios of climate-change mitigation,CONSERVATION BIOLOGY,2015,29,4,AUG,10.1111/cobi.12549,NA,NA,NA,1523-1739,NA,WOS:000357981200019,NA,0888-8892,NA,NA,"Hurtt, George C/A-8450-2012 ",1122-1131,"Huang, Qiongyu/0000-0002-1450-3587 Brooks, Thomas/0000-0001-8159-3116",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Future Habitat Loss and Extinctions Driven by Land-Use Change in Biodiversity Hotspots under Four Scenarios of Climate-Change Mitigation.,selected,NA
X.WOS.000356743000004,article,"Metcalfe, I. and Crowley, J. L. and Nicoll, R. S. and Schmitz, M.","High-precision U-Pb CA-TIMS calibration of Middle Permian to Lower Triassic sequences, mass extinction and extreme climate-change in eastern Australian Gondwana",GONDWANA RESEARCH,2015,28,1,AUG,10.1016/j.gr.2014.09.002,NA,NA,NA,1878-0571,NA,WOS:000356743000004,NA,1342-937X,NA,NA,"Schmitz, Mark D/A-2540-2012 Metcalfe, Ian/AAK-3429-2020 ",61-81,"Metcalfe, Ian/0000-0003-3538-1686 Crowley, James/0000-0001-5069-0773",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"High-Precision u-Pb Ca-Tims Calibration of Middle Permian to Lower Triassic Sequences, Mass Extinction and Extreme Climate-Change in Eastern Australian Gondwana.",selected,NA
Garavito2015,ARTICLE,"Garavito, N.T. and Newton, A.C. and Golicher, D. and Oldfield, S.",The relative impact of climate change on the extinction risk of tree species in the montane tropical Andes,PLoS ONE,2015,10,7,NA,10.1371/journal.pone.0131388,e0131388,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941312593&doi=10.1371%2fjournal.pone.0131388&partnerID=40&md5=e44fce70c8130539b150317609684529,NA,Article,NA,Scopus,NA,cited By 12,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Relative Impact of Climate Change on the Extinction Risk of Tree Species in the Montane Tropical Andes.,selected,NA
Chen2015137,ARTICLE,"Chen, S. and Fan, Z. and Roby, D.D. and Lu, Y. and Chen, C. and Huang, Q. and Cheng, L. and Zhu, J.","Human harvest, climate change and their synergistic effects drove the Chinese Crested Tern to the brink of extinction",Global Ecology and Conservation,2015,4,NA,NA,10.1016/j.gecco.2015.06.006,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934279155&doi=10.1016%2fj.gecco.2015.06.006&partnerID=40&md5=87ad958950cbf6052f50d4452b301417,NA,Article,NA,Scopus,NA,cited By 12,NA,NA,137-145,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Human Harvest, Climate Change and their Synergistic Effects Drove the Chinese Crested Tern to the Brink of Extinction.",selected,NA
Lambers2015501,ARTICLE,"Lambers, J.H.R.",Extinction risks from climate change: How will climate change affect global biodiversity?,Science,2015,348,6234,NA,10.1126/science.aab2057,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929501306&doi=10.1126%2fscience.aab2057&partnerID=40&md5=49fb7fc9f7c2a79ac8555c5e8b196dcc,NA,Article,NA,Scopus,NA,cited By 32,NA,NA,501-502,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Extinction Risks from Climate Change: How will Climate Change Affect Global Biodiversity?,selected,NA
Urban2015571,ARTICLE,"Urban, M.C.",Accelerating extinction risk from climate change,Science,2015,348,6234,NA,10.1126/science.aaa4984,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929492769&doi=10.1126%2fscience.aaa4984&partnerID=40&md5=0efba3d8dc5665ca6d4b353595f92415,NA,Article,NA,Scopus,NA,cited By 957,NA,NA,571-573,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Accelerating Extinction Risk from Climate Change.,selected,NA
Conti2015510,ARTICLE,"Conti, L. and Comte, L. and Hugueny, B. and Grenouillet, G.",Drivers of freshwater fish colonisations and extirpations under climate change,Ecography,2015,38,5,NA,10.1111/ecog.00753,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929084634&doi=10.1111%2fecog.00753&partnerID=40&md5=fe4c72d5788be72de73664dae83e84d1,NA,Article,NA,Scopus,NA,cited By 19,NA,NA,510-519,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Drivers of Freshwater Fish Colonisations and Extirpations under Climate Change.,selected,NA
Licht2015139,ARTICLE,"Licht, D.S. and Moen, R.A. and Brown, D.P. and Romanski, M.C. and Gitzen, R.A.","The Canada Lynx (Lynx canadensis) of Isle Royale: Over-harvest, climate change, and the extirpation of an island population",Canadian Field-Naturalist,2015,129,2,NA,10.22621/cfn.v129i2.1694,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938940519&doi=10.22621%2fcfn.v129i2.1694&partnerID=40&md5=78da8dc66d4aa6e5d5a89063725ed171,NA,Article,NA,Scopus,NA,cited By 10,NA,NA,139-151,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"The Canada Lynx (Lynx Canadensis) of Isle Royale: over-Harvest, Climate Change, and the Extirpation of an Island Population.",selected,NA
X.WOS.000349896400006,article,"Stanton, Jessica C. and Shoemaker, Kevin T. and Pearson, Richard G. and Akcakaya, H. Resit",Warning times for species extinctions due to climate change,GLOBAL CHANGE BIOLOGY,2015,21,3,MAR,10.1111/gcb.12721,NA,NA,NA,1365-2486,NA,WOS:000349896400006,NA,1354-1013,NA,NA,"Akcakaya, H. Resit/A-7830-2008 ",1066-1077,"Akcakaya, H. Resit/0000-0002-8679-5929 Shoemaker, Kevin/0000-0002-3789-3856 Stanton, Jessica/0000-0002-6225-3703",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Warning Times for Species Extinctions Due to Climate Change.,selected,NA
X.WOS.000350559900016,article,"Talavera, Gerard and Espadaler, Xavier and Vila, Roger",Discovered just before extinction? The first endemic ant from the Balearic Islands (Lasius balearicus sp nov.) is endangered by climate change,JOURNAL OF BIOGEOGRAPHY,2015,42,3,MAR,10.1111/jbi.12438,NA,NA,NA,1365-2699,NA,WOS:000350559900016,NA,0305-0270,NA,NA,"Espadaler, Xavier/F-1898-2011 Vila, Roger/A-1817-2012 Talavera, Gerard/A-2982-2012",589-601,"Espadaler, Xavier/0000-0002-7681-5957 Vila, Roger/0000-0002-2447-4388 Talavera, Gerard/0000-0003-1112-1345",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Discovered Just Before Extinction? the First Endemic Ant from the Balearic Islands (Lasius Balearicus Sp Nov.) is Endangered by Climate Change.,selected,NA
X.WOS.000362115200001,article,"Javeline, Debra and Hellmann, Jessica J. and McLachlan, Jason S. and Sax, Dov F. and Schwartz, Mark W. and Cornejo, Rodrigo Castro",Expert opinion on extinction risk and climate change adaptation for biodiversity,ELEMENTA-SCIENCE OF THE ANTHROPOCENE,2015,3,NA,JUL 15,10.12952/journal.elementa.000057,NA,000057,NA,NA,NA,WOS:000362115200001,NA,2325-1026,NA,NA,"Cornejo, Rodrigo Castro/AAZ-5370-2020 Schwartz, Mark/G-1066-2011",NA,"Schwartz, Mark/0000-0002-3739-6542",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Expert Opinion on Extinction Risk and Climate Change Adaptation for Biodiversity.,selected,NA
Kerth201517,ARTICLE,"Kerth, G. and Fischer, K. and Fleischer, T. and Limberg, J. and BlÃ¼thgen, N. and Dworschak, K. and Dittrich, C. and RÃ¶del, M.-O. and Obermaier, E.",Adaptive capacity of 50 species at a potentially high risk of extinction under climate change conditions in Germany [AnpassungskapazitÃ¤t von 50 Arten mit potenziell hohem Aussterberisiko gegenÃ¼ber dem Klimawandel in Deutschland],Natur und Landschaft,2015,90,1,NA,10.17433/1.2015.50153315.17-24,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981234732&doi=10.17433%2f1.2015.50153315.17-24&partnerID=40&md5=9cb67c62bc4ce03bdd28285fb26abe29,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,17-24,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Adaptive Capacity of 50 Species at a Potentially High Risk of Extinction under Climate Change Conditions in Germany [anpassungskapazitã¤t von 50 Arten Mit Potenziell Hohem Aussterberisiko Gegenã¼ber Dem Klimawandel in Deutschland],selected,NA
Soto.Centeno2015,ARTICLE,"Soto-Centeno, J.A. and Steadman, D.W.",Fossils reject climate change as the cause of extinction of Caribbean bats,Scientific Reports,2015,5,NA,NA,10.1038/srep07971,7971,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923094752&doi=10.1038%2fsrep07971&partnerID=40&md5=2ffc8c1eae2e31ee028282de249821c4,NA,Article,NA,Scopus,NA,cited By 38,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Fossils Reject Climate Change as the Cause of Extinction of Caribbean Bats.,selected,NA
X.WOS.000347444400029,article,"Zazula, Grant D. and MacPhee, Ross D. E. and Metcalfe, Jessica Z. and Reyes, Alberto V. and Brock, Fiona and Druckenmiller, Patrick S. and Groves, Pamela and Harington, C. Richard and Hodgins, Gregory W. L. and Kunz, Michael L. and Longstaffe, Fred J. and Mann, Daniel H. and McDonald, H. Gregory and Nalawade-Chavan, Shweta and Southon, John R.",American mastodon extirpation in the Arctic and Subarctic predates human colonization and terminal Pleistocene climate change,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2014,111,52,DEC 30,10.1073/pnas.1416072111,NA,NA,NA,NA,NA,WOS:000347444400029,NA,0027-8424,NA,NA,"Brock, Fiona/I-4970-2016 Longstaffe, Fred J/A-6843-2008 ",18460-18465,"Brock, Fiona/0000-0003-0728-6091 Reyes, Alberto/0000-0002-7838-4214",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,American Mastodon Extirpation in the Arctic and Subarctic Predates Human Colonization and Terminal Pleistocene Climate Change.,selected,NA
Dickinson2014,ARTICLE,"Dickinson, M.G. and Orme, C.D.L. and Suttle, K.B. and Mace, G.M.",Separating sensitivity from exposure in assessing extinction risk from climate change,Scientific Reports,2014,4,NA,NA,10.1038/srep06898,6898,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946862815&doi=10.1038%2fsrep06898&partnerID=40&md5=211f833c0229a1efad3d142b2651974b,NA,Article,NA,Scopus,NA,cited By 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Separating Sensitivity from Exposure in Assessing Extinction Risk from Climate Change.,selected,NA
X.WOS.000343726300003,article,"Homburg, Katharina and Brandt, Patric and Drees, Claudia and Assmann, Thorsten",Evolutionarily significant units in a flightless ground beetle show different climate niches and high extinction risk due to climate change,JOURNAL OF INSECT CONSERVATION,2014,18,5,OCT,10.1007/s10841-014-9685-x,NA,NA,NA,1572-9753,NA,WOS:000343726300003,NA,1366-638X,NA,NA,"Drees, Claudia/D-9353-2017 Assmann, Thorsten/Q-9304-2017 ",781-790,"Drees, Claudia/0000-0003-2743-395X Assmann, Thorsten/0000-0002-9203-769X Brandt, Patric/0000-0003-4167-5437",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Evolutionarily Significant Units in a Flightless Ground Beetle Show Different Climate Niches and High Extinction Risk Due to Climate Change.,selected,NA
Souther20141463,ARTICLE,"Souther, S. and Mcgraw, J.B.",Synergistic effects of climate change and harvest on extinction risk of American ginseng,Ecological Applications,2014,24,6,NA,10.1890/13-0653.1,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907016644&doi=10.1890%2f13-0653.1&partnerID=40&md5=3ad0d88f4c7ecc7b4e151e7cd83920aa,NA,Article,NA,Scopus,NA,cited By 21,NA,NA,1463-1477,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Synergistic Effects of Climate Change and Harvest on Extinction Risk of American Ginseng.,selected,NA
Vo20144947,ARTICLE,"Vo, H.-H.",Persistence versus extinction under a climate change in mixed environments,Journal of Differential Equations,2014,259,10,NA,10.1016/j.jde.2015.06.014,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943396934&doi=10.1016%2fj.jde.2015.06.014&partnerID=40&md5=3b661520fa6dec360f88f5ea6cf0ef06,NA,Article,NA,Scopus,NA,cited By 23,NA,NA,4947-4988,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Persistence Versus Extinction under a Climate Change in Mixed Environments.,selected,NA
X.WOS.000338335800003,article,"Sandom, Christopher and Faurby, Soren and Sandel, Brody and Svenning, Jens-Christian","Global late Quaternary megafauna extinctions linked to humans, not climate change",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2014,281,1787,JUL 22,10.1098/rspb.2013.3254,NA,20133254,NA,1471-2954,NA,WOS:000338335800003,NA,0962-8452,NA,NA,"Svenning, Jens-Christian/C-8977-2012 ",NA,"Svenning, Jens-Christian/0000-0002-3415-0862 Faurby, Soren/0000-0002-2974-2628",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Global Late Quaternary Megafauna Extinctions Linked to Humans, not Climate Change.",selected,NA
Pomara20142087,ARTICLE,"Pomara, L.Y. and Ledee, O.E. and Martin, K.J. and Zuckerberg, B.",Demographic consequences of climate change and land cover help explain a history of extirpations and range contraction in a declining snake species,Global Change Biology,2014,20,7,NA,10.1111/gcb.12510,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901824380&doi=10.1111%2fgcb.12510&partnerID=40&md5=2f4b2ad9ac28f22be57b4ae23a5ba27a,NA,Article,NA,Scopus,NA,cited By 25,NA,NA,2087-2099,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Demographic Consequences of Climate Change and Land Cover Help Explain a History of Extirpations and Range Contraction in a Declining Snake Species.,selected,NA
X.WOS.000337100000002,article,"Lunney, Daniel and Stalenberg, Eleanor and Santika, Truly and Rhodes, Jonathan R.",Extinction in Eden: identifying the role of climate change in the decline of the koala in south-eastern NSW,WILDLIFE RESEARCH,2014,41,1,NA,10.1071/WR13054,NA,NA,NA,1448-5494,NA,WOS:000337100000002,NA,1035-3712,NA,NA,"Stalenberg, Eleanor/N-4123-2013 Rhodes, Jonathan/C-4841-2008",22-34,"Stalenberg, Eleanor/0000-0003-2548-5967 Santika, Truly/0000-0002-3125-9467 Lunney, Dan/0000-0002-5771-0746 Rhodes, Jonathan/0000-0001-6746-7412",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction in Eden: Identifying the Role of Climate Change in the Decline of the Koala in South-Eastern Nsw.,selected,NA
X.WOS.000335809300026,article,"Keith, David A. and Mahony, Michael and Hines, Harry and Elith, Jane and Regan, Tracey J. and Baumgartner, John B. and Hunter, David and Heard, Geoffrey W. and Mitchell, Nicola J. and Parris, Kirsten M. and Penman, Trent and Scheele, Ben and Simpson, Christopher C. and Tingley, Reid and Tracy, Christopher R. and West, Matt and Akcakaya, H. Resit",Detecting Extinction Risk from Climate Change by IUCN Red List Criteria,CONSERVATION BIOLOGY,2014,28,3,JUN,10.1111/cobi.12234,NA,NA,NA,1523-1739,NA,WOS:000335809300026,NA,0888-8892,NA,NA,"Mitchell, Nicola/AAE-4132-2020 Akcakaya, H. Resit/A-7830-2008 Baumgartner, John/B-8715-2013 Penman, Trent D/A-7242-2012 Mitchell, Nicola J/K-5277-2012 Parris, Kirsten/K-7684-2012 Baumgartner, John Bruno/S-9047-2017 Elith, Jane/F-2022-2015 ",810-819,"Akcakaya, H. Resit/0000-0002-8679-5929 Baumgartner, John/0000-0002-8898-0300 Penman, Trent D/0000-0002-5203-9818 Mitchell, Nicola J/0000-0003-0744-984X Parris, Kirsten/0000-0003-2550-585X Elith, Jane/0000-0002-8706-0326 Keith, David/0000-0002-7627-4150 Hunter, David/0000-0002-7330-7500 Tingley, Reid/0000-0002-7630-7434 Scheele, Benjamin/0000-0001-7284-629X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Detecting Extinction Risk from Climate Change by Iucn Red List Criteria.,selected,NA
X.WOS.000333669100025,article,"Pearson, Richard G. and Stanton, Jessica C. and Shoemaker, Kevin T. and Aiello-Lammens, Matthew E. and Ersts, Peter J. and Horning, Ned and Fordham, Damien A. and Raxworthy, Christopher J. and Ryu, Hae Yeong and McNees, Jason and Akcakaya, H. Resit",Life history and spatial traits predict extinction risk due to climate change,"NATURE CLIMATE CHANGE",2014,4,3,MAR,10.1038/NCLIMATE2113,NA,NA,NA,1758-6798,NA,WOS:000333669100025,NA,1758-678X,NA,NA,"Akcakaya, H. Resit/A-7830-2008 Fordham, Damien A/E-9255-2013 ",217-221,"Akcakaya, H. Resit/0000-0002-8679-5929 Fordham, Damien A/0000-0003-2137-5592 Aiello-Lammens, Matthew/0000-0002-6180-5959 Stanton, Jessica/0000-0002-6225-3703",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,2,Life History and Spatial Traits Predict Extinction Risk Due to Climate Change.,selected,NA
Imperio2013,ARTICLE,"Imperio, S. and Bionda, R. and Viterbi, R. and Provenzale, A.",Climate change and human disturbance can lead to local extinction of Alpine rock ptarmigan: New insight from the Western Italian Alps,PLoS ONE,2013,8,11,NA,10.1371/journal.pone.0081598,e81598,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894201586&doi=10.1371%2fjournal.pone.0081598&partnerID=40&md5=644ecd6bac8a86a89730d767e8511d57,NA,Article,NA,Scopus,NA,cited By 43,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Climate Change and Human Disturbance can Lead to Local Extinction of Alpine Rock Ptarmigan: New Insight from the Western Italian Alps.,selected,NA
X.WOS.000325079800003,article,"Tedesco, Pablo A. and Oberdorff, Thierry and Cornu, Jean-Francois and Beauchard, Olivier and Brosse, Sebastien and Durr, Hans H. and Grenouillet, Gael and Leprieur, Fabien and Tisseuil, Clement and Zaiss, Rainer and Hugueny, Bernard",A scenario for impacts of water availability loss due to climate change on riverine fish extinction rates,JOURNAL OF APPLIED ECOLOGY,2013,50,5,OCT,10.1111/1365-2664.12125,NA,NA,NA,1365-2664,NA,WOS:000325079800003,NA,0021-8901,NA,NA,"Leprieur, Fabien/C-4430-2008 Grenouillet, Gael/E-6518-2019 Tedesco, Pablo A/F-7088-2013 DÃ¼rr, Hans/F-6370-2010 Oberdorff, Thierry/AGD-5797-2022 Zaiss, Rainer/AAB-8319-2020 oberdorff, thierry/I-3109-2016 Brosse, Sebastien/AAC-4689-2019 Leprieur, Fabien/ABA-4433-2020 ",1105-1115,"Tedesco, Pablo A/0000-0001-5972-5928 DÃ¼rr, Hans/0000-0001-5787-3994 Oberdorff, Thierry/0000-0001-7323-2599 oberdorff, thierry/0000-0001-7323-2599 Brosse, Sebastien/0000-0002-3659-8177",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,a Scenario for Impacts of Water Availability Loss Due to Climate Change on Riverine Fish Extinction Rates.,selected,NA
Shukla20131373,ARTICLE,"Shukla, A. and Mehrotra, R.C. and Guleria, J.S.",Emergence and extinction of Dipterocarpaceae in western India with reference to climate change: Fossil wood evidences,Journal of Earth System Science,2013,122,5,NA,10.1007/s12040-013-0341-8,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889671254&doi=10.1007%2fs12040-013-0341-8&partnerID=40&md5=774be5740f8f24138c63b00b124a4fa4,NA,Article,NA,Scopus,NA,cited By 30,NA,NA,1373-1386,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Emergence and Extinction of Dipterocarpaceae in Western India with Reference to Climate Change: Fossil Wood Evidences.,selected,NA
X.WOS.000323701100002,article,"Fordham, Damien A. and Akcakaya, H. Resit and Araujo, Miguel B. and Keith, David A. and Brook, Barry W.","Tools for integrating range change, extinction risk and climate change information into conservation management",ECOGRAPHY,2013,36,9,SEP,10.1111/j.1600-0587.2013.00147.x,NA,NA,NA,1600-0587,NA,WOS:000323701100002,NA,0906-7590,NA,NA,"AraÃºjo, Miguel/B-6117-2008 Fordham, Damien A/E-9255-2013 AraÃºjo, Miguel Bastos/AAE-7694-2019 Brook, Barry W./G-2686-2011 Akcakaya, H. Resit/A-7830-2008 ",956-964,"AraÃºjo, Miguel/0000-0002-5107-7265 Fordham, Damien A/0000-0003-2137-5592 AraÃºjo, Miguel Bastos/0000-0002-5107-7265 Brook, Barry W./0000-0002-2491-1517 Akcakaya, H. Resit/0000-0002-8679-5929 Keith, David/0000-0002-7627-4150",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Tools for Integrating Range Change, Extinction Risk and Climate Change Information into Conservation Management.",selected,NA
X.WOS.000320327500015,article,"Mustin, Karen and Dytham, Calvin and Benton, Tim G. and Travis, Justin M. J.",Red noise increases extinction risk during rapid climate change,DIVERSITY AND DISTRIBUTIONS,2013,19,7,JUL,10.1111/ddi.12038,NA,NA,NA,1472-4642,NA,WOS:000320327500015,NA,1366-9516,NA,NA,"Travis, Justin/B-8571-2014 Mustin, Karen/J-3186-2019 Mustin, Karen/F-8070-2013 Benton, Tim G/C-6493-2009",815-824,"Travis, Justin/0000-0002-5785-4272 Mustin, Karen/0000-0002-2828-2316 Mustin, Karen/0000-0002-2828-2316 Benton, Tim G/0000-0002-7448-1973",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Red Noise Increases Extinction Risk During Rapid Climate Change.,selected,NA
X.WOS.000318507800004,article,"Ponce-Reyes, Rocio and Nicholson, Emily and Baxter, Peter W. J. and Fuller, Richard A. and Possingham, Hugh P.",Extinction risk in cloud forest fragments under climate change and habitat loss,DIVERSITY AND DISTRIBUTIONS,2013,19,"5-6, SI",MAY-JUN,10.1111/ddi.12064,NA,NA,NA,1472-4642,NA,WOS:000318507800004,NA,1366-9516,NA,NA,"Nicholson, Emily/H-9001-2013 Ponce-Reyes, Rocio/V-5178-2019 POSSINGHAM, HUGH/R-8310-2019 Baxter, Peter WJ/G-3322-2010 Possingham, Hugh/B-1337-2008 Fuller, Richard/B-7971-2008 Ponce-Reyes, Rocio/K-1553-2013",518-529,"Nicholson, Emily/0000-0003-2199-3446 Ponce-Reyes, Rocio/0000-0002-3680-8736 POSSINGHAM, HUGH/0000-0001-7755-996X Baxter, Peter WJ/0000-0003-0585-9482 Possingham, Hugh/0000-0001-7755-996X Fuller, Richard/0000-0001-9468-9678 Ponce-Reyes, Rocio/0000-0002-3680-8736",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risk in Cloud Forest Fragments under Climate Change and Habitat Loss.,selected,NA
X.WOS.000313092500003,article,"Ureta, Carolina and Martorell, Carlos and Hortal, Joaquin and Fornoni, Juan",Assessing extinction risks under the combined effects of climate change and human disturbance through the analysis of life-history plasticity,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,2012,14,6,NA,10.1016/j.ppees.2012.09.001,NA,NA,NA,NA,NA,WOS:000313092500003,NA,1433-8319,NA,NA,"Hortal, JoaquÃ­n/A-1531-2008 Martorell, Carlos/A-2265-2008",393-401,"Hortal, JoaquÃ­n/0000-0002-8370-8877 Martorell, Carlos/0000-0002-0758-3953",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Assessing Extinction Risks under the Combined Effects of Climate Change and Human Disturbance Through the Analysis of Life-History Plasticity.,selected,NA
