label,type,author,title,journal,year,volume,number,month,doi,art_number,abstract,url,article_number,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes,screened_abstracts
X.WOS.000307369300020,article,"Dullinger, Stefan and Gattringer, Andreas and Thuiller, Wilfried and Moser, Dietmar and Zimmermann, Niklaus E. and Guisan, Antoine and Willner, Wolfgang and Plutzar, Christoph and Leitner, Michael and Mang, Thomas and Caccianiga, Marco and Dirnboeck, Thomas and Ertl, Siegrun and Fischer, Anton and Lenoir, Jonathan and Svenning, Jens-Christian and Psomas, Achilleas and Schmatz, Dirk R. and Silc, Urban and Vittoz, Pascal and Huelber, Karl",Extinction debt of high-mountain plants under twenty-first-century climate change,"NATURE CLIMATE CHANGE",2012,2,8,AUG,10.1038/NCLIMATE1514,NA,"Quantitative estimates of the range loss of mountain plants under climate change have so far mostly relied on static geographical projections of species' habitat shifts(1-3). Here, we use a hybrid model(4) that combines such projections with simulations of demography and seed dispersal to forecast the climate-driven spatio-temporal dynamics of 150 high-mountain plant species across the European Alps. This model predicts average range size reductions of 44-50\% by the end of the twenty-first century, which is similar to projections from the most `optimistic' static model (49\%). However, the hybrid model also indicates that population dynamics will lag behind climatic trends and that an average of 40\% of the range still occupied at the end of the twenty-first century will have become climatically unsuitable for the respective species, creating an extinction debt(5,6). Alarmingly, species endemic to the Alps seem to face the highest range losses. These results caution against optimistic conclusions from moderate range size reductions observed during the twenty-first century as they are likely to belie more severe longer-term effects of climate warming on mountain plants.",NA,NA,1758-6798,NA,WOS:000307369300020,NA,1758-678X,NA,NA,"Willner, Wolfgang/AAA-4822-2019 Zimmermann, Niklaus E./A-4276-2008 Thuiller, Wilfried/G-3283-2010 Psomas, Achilleas/M-1141-2013 Lenoir, Jonathan/AAE-8441-2019 Fischer, Anton/E-9941-2017 Guisan, Antoine/A-1057-2011 Å ilc, Urban/ABC-8488-2021 Svenning, Jens-Christian/C-8977-2012 HÃ¼lber, Karl/H-7822-2019 Plutzar, Christoph/J-6055-2015 Å ilc, Urban/AAN-7071-2021 Schmatz, Dirk/L-7281-2013 CACCIANIGA, MARCO STEFANO/B-1025-2017",619-622,"Willner, Wolfgang/0000-0003-1591-8386 Zimmermann, Niklaus E./0000-0003-3099-9604 Thuiller, Wilfried/0000-0002-5388-5274 Lenoir, Jonathan/0000-0003-0638-9582 Fischer, Anton/0000-0002-6781-2594 Guisan, Antoine/0000-0002-3998-4815 Å ilc, Urban/0000-0002-3052-699X Svenning, Jens-Christian/0000-0002-3415-0862 HÃ¼lber, Karl/0000-0001-9274-1647 Plutzar, Christoph/0000-0003-2041-6399 Dullinger, Stefan/0000-0003-3919-0887 Schmatz, Dirk/0000-0002-8198-6136 Moser, Dietmar/0000-0002-2745-7508 Leitner, Michael/0000-0002-4975-6787 Vittoz, Pascal/0000-0003-4218-4517 Dirnbock, Thomas/0000-0002-8294-0690 CACCIANIGA, MARCO STEFANO/0000-0001-9715-1830",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,2,Extinction Debt of High-Mountain Plants under Twenty-First-Century Climate Change.,selected,NA,selected
X.WOS.000308862100006,article,"Cheng, Lanna and Damgaard, Jakob and Garrouste, Romain",The sea-skater Halobates (Heteroptera: Gerridae) - probable cause for extinction in the Mediterranean and potential for re-colonisation following climate change,AQUATIC INSECTS,2012,34,"1, SI",NA,10.1080/01650424.2012.643024,NA,"Sea-skaters in the genus Halobates Eschscholtz 1822 include some of the most specialised water striders and are found in tropical and subtropical seas around the world. Even though species of Halobates occur in both the Atlantic Ocean and the Red Sea, no extant sea-skater has been reported from the Mediterranean Sea. A fossil, Halobates ruffoi Andersen et al., 1994, described from Middle-Upper Eocene (45 Ma) Italy indicates that sea skaters were present in this part of the world in the past. Other geological evidence points to dramatic changes in the Mediterranean Sea during the Tertiary and Quaternary that may have led to their later extinction. In this paper we review briefly the distribution, systematics, evolution and ecology of Halobates, and discuss the potential for the Mediterranean to be recolonised following expected environmental changes due to global warming.",NA,NA,1744-4152,NA,WOS:000308862100006,NA,0165-0424,"Aquatic Insects Symposium/9th European Congress of Entomology, Budapest, HUNGARY, AUG 22-27, 2010",NA,"GARROUSTE, Romain/AAK-3692-2021",45-55,"GARROUSTE, Romain/0000-0002-0880-5781","Hungarian Entomol Soc; Hungarian Nat Hist Museum (HNHM); Hungarian Acad Sci (HAS), Plant Protect Inst; Univ Pecs, Dept Ecol \& Hydrobiol; Univ Pecs, Rector; Hungarian Acad Sci (HAS), Balaton Limnol Res Inst; Univ Debrecen, Dept Hydrobiol",NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,The Sea-Skater Halobates (Heteroptera: Gerridae) - Probable Cause for Extinction in the Mediterranean and Potential for Re-Colonisation Following Climate Change.,selected,NA,selected
Urban20122072,ARTICLE,"Urban, M.C. and Tewksbury, J.J. and Sheldon, K.S.",On a collision course: Competition and dispersal differences create no-analogue communities and cause extinctions during climate change,Proceedings of the Royal Society B: Biological Sciences,2012,279,1735,NA,10.1098/rspb.2011.2367,NA,"Most climate change predictions omit species interactions and interspecific variation in dispersal. Here, we develop a model of multiple competing species along awarming climatic gradient that includes temperaturedependent competition, differences in niche breadth and interspecific differences in dispersal ability. Competition and dispersal differences decreased diversity and produced so-called 'no-analogue' communities, defined as a novel combination of species that does not currently co-occur. Climate change altered community richness the most when species had narrow niches, when mean community-wide dispersal rates were low and when species differed in dispersal abilities. With high interspecific dispersal variance, the best dispersers tracked climate change, out-competed slower dispersers and caused their extinction. Overall, competition slowed the advance of colonists into newly suitable habitats, creating lags in climate tracking. We predict that climate change will most threaten communities of species that have narrow niches (e.g. tropics), vary in dispersal (most communities) and compete strongly. Current forecasts probably underestimate climate change impacts on biodiversity by neglecting competition and dispersal differences. Â© 2011 The Royal Society.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859398275&doi=10.1098%2frspb.2011.2367&partnerID=40&md5=53c79b5acaa64d87894943ec2930bfae,NA,NA,Article,NA,Scopus,NA,cited By 271,NA,NA,2072-2080,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,On a Collision Course: Competition and Dispersal Differences Create No-Analogue Communities and Cause Extinctions During Climate Change.,selected,NA,selected
Hass2012251,ARTICLE,"Hass, T. and Hyman, J. and Semmens, B.X.","Climate change, heightened hurricane activity, and extinction risk for an endangered tropical seabird, the black-capped petrel Pterodroma hasitata",Marine Ecology Progress Series,2012,454,NA,NA,10.3354/meps09723,NA,"The destructiveness of major (Category 3 to 5) hurricanes along the United States Atlantic Ocean seaboard has been recognized for centuries. While the effects of hurricanes on coastal ecosystems are well known, the influence of hurricanes on pelagic seabirds is difficult to assess. During the annual Atlantic hurricane season (~1 June to 30 November), the endangered black-capped petrel Pterodroma hasitata aggregates in Gulf Stream habitats from Florida to North Carolina. On at least 8 occasions over the past century, hurricanes have driven petrels far inland (sometimes as far as the Great Lakes), suggesting the demise of 10s to 100s of individuals. This paper models >100 yr of data to characterize and compare key aspects of hurricanes that did and did not drive petrels inland. Our model suggests that the predicted increase in the frequency of Category 3 to 5 hurricanes in the region due to climate change could nearly double the expected number of wrecked petrels over the next century and place an endangered species at greater risk of extinction. Â© Inter-Research 2012.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861384202&doi=10.3354%2fmeps09723&partnerID=40&md5=839f15503fb40f5f92f30a07db4b1bf8,NA,NA,Article,NA,Scopus,NA,cited By 21,NA,NA,251-261,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Climate Change, Heightened Hurricane Activity, and Extinction Risk for an Endangered Tropical Seabird, the Black-Capped Petrel Pterodroma Hasitata.",selected,NA,selected
X.WOS.000303602100021,article,"Finnegan, Seth and Heim, Noel A. and Peters, Shanan E. and Fischer, Woodward W.",Climate change and the selective signature of the Late Ordovician mass extinction,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,109,18,MAY 1,10.1073/pnas.1117039109,NA,"Selectivity patterns provide insights into the causes of ancient extinction events. The Late Ordovician mass extinction was related to Gondwanan glaciation; however, it is still unclear whether elevated extinction rates were attributable to record failure, habitat loss, or climatic cooling. We examined Middle Ordovician-Early Silurian North American fossil occurrences within a spatiotemporally explicit stratigraphic framework that allowed us to quantify rock record effects on a per-taxon basis and assay the interplay of macrostratigraphic and macroecological variables in determining extinction risk. Genera that had large proportions of their observed geographic ranges affected by stratigraphic truncation or environmental shifts at the end of the Katian stage were particularly hard hit. The duration of the subsequent sampling gaps had little effect on extinction risk, suggesting that this extinction pulse cannot be entirely attributed to rock record failure; rather, it was caused, in part, by habitat loss. Extinction risk at this time was also strongly influenced by the maximum paleolatitude at which a genus had previously been sampled, a macroecological trait linked to thermal tolerance. A model trained on the relationship between 16 explanatory variables and extinction patterns during the early Katian interval substantially underestimates the extinction of exclusively tropical taxa during the late Katian interval. These results indicate that glacioeustatic sea-level fall and tropical ocean cooling played important roles in the first pulse of the Late Ordovician mass extinction in Laurentia.",NA,NA,NA,NA,WOS:000303602100021,NA,0027-8424,NA,NA,"Heim, Noel/AAL-6876-2020 Heim, Noel/A-1497-2009 Peters, Shanan E/A-5620-2013",6829-6834,"Heim, Noel/0000-0002-4528-345X Peters, Shanan E/0000-0002-3346-4317",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and the Selective Signature of the Late Ordovician Mass Extinction.,selected,NA,selected
X.WOS.000298912900005,article,"Murphy, Brett P. and Williamson, Grant J. and Bowman, David M. J. S.",Did central Australian megafaunal extinction coincide with abrupt ecosystem collapse or gradual climate change?,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2012,21,2,FEB,10.1111/j.1466-8238.2011.00668.x,NA,"Aim In central Australia, the giant flightless bird Genyornis newtoni disappeared about 4550 thousand years ago (ka). It has been reported that coincident with this extinction the carbon isotopic composition of preserved eggshells of the extant emu (Dromaius novaehollandiae) shows an abrupt dietary shift from tropical grasses (C4 photosynthesis) to temperate grasses and/or woody browse (C3 photosynthesis). This abrupt shift has been interpreted as signalling ecosystem collapse due to landscape burning by humans. We evaluate an alternative interpretation, that the shift in diet was not abrupt, but gradual, and caused by the weakening of the Australian monsoon. Location Lake Eyre, central Australia. Methods We re-analysed a large, published dataset of emu diet delta(13)C (inferred from delta(13)C of preserved eggshells) spanning the last 140,000 years, using time-series analysis. Using Akaike's information criterion, we compared two contrasting models: (1) there was an abrupt shift in delta(13)C coincident with the extinction of Genyornis, assumed 47.5 ka; and (2) there was a gradual shift in delta(13)C, correlated with reconstructed water level in Lake Eyre, a proxy for monsoon intensity. Results There was little evidence of an abrupt shift in emu diet delta(13)C about 45-50 ka, but delta(13)C appeared to steadily decrease between about 80 and 30 ka. Indeed, the model representing a correlation between delta(13)C and lake level was more than seven times more likely than the model representing an abrupt shift at 47.5 ka. Main conclusions The emu eggshell isotopic record from Lake Eyre does not support the hypothesis that landscape burning by humans transformed a savanna-grassland mosaic into the modern desert scrub, contributing to the extinction of Genyornis. While our findings cast strong doubt on the foremost line of evidence that landscape burning by humans caused the megafaunal extinctions, and suggest that central Australia was becoming increasingly arid in the Late Pleistocene, the relative roles of hunting by humans and climate change in the megafaunal extinctions remain unresolved.",NA,NA,NA,NA,WOS:000298912900005,NA,1466-822X,NA,NA,"Williamson, Grant/J-7514-2014 Murphy, Brett P/A-3991-2011 Bowman, David M.J.S./A-2930-2011",142-151,"Williamson, Grant/0000-0002-3469-7550 Murphy, Brett P/0000-0002-8230-3069 Bowman, David M.J.S./0000-0001-8075-124X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Did Central Australian Megafaunal Extinction Coincide with Abrupt Ecosystem Collapse or Gradual Climate Change?,selected,NA,selected
Sharma2011,ARTICLE,"Sharma, S. and Vander Zanden, M.J. and Magnuson, J.J. and Lyons, J.",Comparing climate change and species invasions as drivers of coldwater fish population extirpations,PLoS ONE,2011,6,8,NA,10.1371/journal.pone.0022906,e22906,"Species are influenced by multiple environmental stressors acting simultaneously. Our objective was to compare the expected effects of climate change and invasion of non-indigenous rainbow smelt (Osmerus mordax) on cisco (Coregonus artedii) population extirpations at a regional level. We assembled a database of over 13,000 lakes in Wisconsin, USA, summarising fish occurrence, lake morphology, water chemistry, and climate. We used A1, A2, and B1 scenarios from the Intergovernmental Panel on Climate Change (IPCC) of future temperature conditions for 15 general circulation models in 2046-2065 and 2081-2100 totalling 78 projections. Logistic regression indicated that cisco tended to occur in cooler, larger, and deeper lakes. Depending upon the amount of warming, 25-70% of cisco populations are predicted to be extirpated by 2100. In addition, cisco are influenced by the invasion of rainbow smelt, which prey on young cisco. Projecting current estimates of rainbow smelt spread and impact into the future will result in the extirpation of about 1% of cisco populations by 2100 in Wisconsin. Overall, the effect of climate change is expected to overshadow that of species invasion as a driver of coldwater fish population extirpations. Our results highlight the potentially dominant role of climate change as a driver of biotic change.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051543000&doi=10.1371%2fjournal.pone.0022906&partnerID=40&md5=685e6e7f995936499913cbd3d80f0970,NA,NA,Article,NA,Scopus,NA,cited By 46,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Comparing Climate Change and Species Invasions as Drivers of Coldwater Fish Population Extirpations.,selected,NA,selected
X.WOS.000293129900033,article,"Maclean, Ilya M. D. and Wilson, Robert J.",Recent ecological responses to climate change support predictions of high extinction risk,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,108,30,JUL 26,10.1073/pnas.1017352108,NA,"Predicted effects of climate change include high extinction risk for many species, but confidence in these predictions is undermined by a perceived lack of empirical support. Many studies have now documented ecological responses to recent climate change, providing the opportunity to test whether the magnitude and nature of recent responses match predictions. Here, we perform a global and multitaxon metaanalysis to show that empirical evidence for the realized effects of climate change supports predictions of future extinction risk. We use International Union for Conservation of Nature (IUCN) Red List criteria as a common scale to estimate extinction risks from a wide range of climate impacts, ecological responses, and methods of analysis, and we compare predictions with observations. Mean extinction probability across studies making predictions of the future effects of climate change was 7\% by 2100 compared with 15\% based on observed responses. After taking account of possible bias in the type of climate change impact analyzed and the parts of the world and taxa studied, there was less discrepancy between the two approaches: predictions suggested a mean extinction probability of 10\% across taxa and regions, whereas empirical evidence gave a mean probability of 14\%. As well as mean overall extinction probability, observations also supported predictions in terms of variability in extinction risk and the relative risk associated with broad taxonomic groups and geographic regions. These results suggest that predictions are robust to methodological assumptions and provide strong empirical support for the assertion that anthropogenic climate change is now a major threat to global biodiversity.",NA,NA,1091-6490,NA,WOS:000293129900033,NA,0027-8424,NA,NA,"Wilson, Robert J/I-8726-2014 Maclean, Ilya M D/C-4014-2009",12337-12342,"Wilson, Robert J/0000-0003-4477-7068 Maclean, Ilya M D/0000-0001-8030-9136",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Recent Ecological Responses to Climate Change Support Predictions of High Extinction Risk.,selected,NA,selected
Faith20111675,ARTICLE,"Faith, J.T.","Late Pleistocene climate change, nutrient cycling, and the megafaunal extinctions in North America",Quaternary Science Reviews,2011,30,13-14,NA,10.1016/j.quascirev.2011.03.011,NA,"This study proposes an ecological mechanism for the terminal Pleistocene population collapse and subsequent extinction of North American megafauna. Observations of modern ecosystems indicate that feedback mechanisms between plant nutrient content, nitrogen cycling, and herbivore-plant interactions can vary between a nutrient accelerating mode favoring increased herbivore biomass and a nutrient decelerating mode characterized by reduced herbivore biomass. These alternate modes are determined largely by plant nitrogen content. Plant nitrogen content is known to be influenced by atmospheric CO2 concentrations, temperature, and precipitation. It is argued that Lateglacial climate change, particularly increases in atmospheric CO2, shifted herbivore-ecosystem dynamics from a nutrient accelerating mode to a nutrient decelerating mode at the end of the Pleistocene, leading to reduced megafaunal population densities. An examination of Sporormiella records - a proxy for megaherbivore biomass - indicates that megafaunal populations collapsed first in the east and later in the west, possibly reflecting regional differences in precipitation or vegetation structure. The fortuitous intersection of the climatically driven nitrogen sink, followed by any one or combination of subsequent anthropogenic, environmental, or extra-terrestrial mechanisms could explain why extinctions took place at the end of the Pleistocene rather than during previous glacial-interglacial cycles. Â© 2011 Elsevier Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957990865&doi=10.1016%2fj.quascirev.2011.03.011&partnerID=40&md5=eb1b8d297eb94c4d8c042e385e5f7ff1,NA,NA,Article,NA,Scopus,NA,cited By 32,NA,NA,1675-1680,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Late Pleistocene Climate Change, Nutrient Cycling, and the Megafaunal Extinctions in North America.",selected,NA,selected
X.WOS.000289178700002,article,"Melamed, Yoel and Kislev, Mordechai and Weiss, Ehud and Simchoni, Orit",Extinction of water plants in the Hula Valley: Evidence for climate change,JOURNAL OF HUMAN EVOLUTION,2011,60,"4, SI",APR,10.1016/j.jhevol.2010.07.025,NA,"We describe two events of water plant extinction in the Hula Valley, northern Israel: the ancient, natural extinction of 3 out of 14 extinct species at Gesher Benot Ya'aqov, which occurred some 800-700 k.yr., and an anthropogenic, near contemporary extinction of seven species in the artificial drainage of the Hula Lake in the 1950s. We conclude that the considerable fraction of water plants that disappeared from the Hula Valley in the Early-Middle Pleistocene was the result of habitat desiccation and not global warming. Thus, there is evidence that the hominins who lived in the Hula Valley inhabited a comparatively dry place. The disappearance of water plant species was partially the result of reduced seed dispersal by birds (ornitochory) as a result of the shrinkage of water bodies and their number along the Rift Valley. We suggest that the disappearance of a group of rare, local water plants can be used as an indicator of climate drying and impacts on the local vegetation. (C) 2010 Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,WOS:000289178700002,NA,0047-2484,NA,NA,"Weiss, Ehud/F-2588-2016 Weiss, Ehud/AAJ-3619-2020",320-327,"Weiss, Ehud/0000-0002-9730-4726 Weiss, Ehud/0000-0002-9730-4726",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction of Water Plants in the Hula Valley: Evidence for Climate Change.,selected,NA,selected
Feeley20103215,ARTICLE,"Feeley, K.J. and Silman, M.R.",Land-use and climate change effects on population size and extinction risk of Andean plants,Global Change Biology,2010,16,12,NA,10.1111/j.1365-2486.2010.02197.x,NA,"Andean plant species are predicted to shift their distributions, or 'migrate,' upslope in response to future warming. The impacts of these shifts on species' population sizes and their abilities to persist in the face of climate change will depend on many factors including the distribution of individuals within species' ranges, the ability of species to migrate and remain at equilibrium with climate, and patterns of human land-use. Human land-use may be especially important in the Andes where anthropogenic activities above tree line may create a hard barrier to upward migrations, imperiling high-elevation Andean biodiversity. In order to better understand how climate change may impact the Andean biodiversity hotspot, we predict the distributional responses of hundreds of plant species to changes in temperature incorporating population density distributions, migration rates, and patterns of human land-use. We show that plant species from high Andean forests may increase their population sizes if able to migrate onto the expansive land areas above current tree line. However, if the pace of climate change exceeds species' abilities to migrate, all species will experience large population losses and consequently may face high risk of extinction. Using intermediate migration rates consistent with those observed for the region, most species are still predicted to experience population declines. Under a business-as-usual land-use scenario, we find that all species will experience large population losses regardless of migration rate. The effect of human land-use is most pronounced for high-elevation species that switch from predicted increases in population sizes to predicted decreases. The overriding influence of land-use on the predicted responses of Andean species to climate change can be viewed as encouraging since there is still time to initiate conservation programs that limit disturbances and/or facilitate the upward migration and persistence of Andean plant species. Â© 2010 Blackwell Publishing Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349297182&doi=10.1111%2fj.1365-2486.2010.02197.x&partnerID=40&md5=548d8551e162596d6d845153bbd07338,NA,NA,Article,NA,Scopus,NA,cited By 120,NA,NA,3215-3222,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Land-Use and Climate Change Effects on Population Size and Extinction Risk of Andean Plants.,selected,NA,selected
R..dder201035,ARTICLE,"RÃ¶dder, D. and Hawlitschek, O. and Glaw, F.","Environmental niche plasticity of the endemic gecko Phelsuma parkeri Loveridge 1941 from Pemba Island, Tanzania: A case study of extinction risk on flat islands by climate change",Tropical Zoology,2010,23,1,NA,NA,NA,"Phelsuma parkeri Loveridge 1941 is an endemic gecko species native to the relatively flat island of Pemba (elevational range to < 100 m asl). Information on its distribution on the island and its conservation status is currently lacking. Herein, we provide information on the spatial distribution of P. parkeri and on its adaptability to habitat modification and changing climates. Our results imply that until now P. parkeri has been highly adaptable to anthropogenic habitat modification. A comparison with paleoclimatic conditions during the Last Glacial Maximum on Pemba has revealed that, in the past, P. parkeri and other endemic species on the island survived climatic conditions that were different from the current climatic conditions despite the absence of possibilities for compensating for these changes by means of altitudinal range shifts. We predict that P. parkeri is currently unlikely to be threatened by climate change. The main potential threat identified may be the introduction of invasive species such as Phelsuma dubia (Boettger 1881), which is already well established on the nearest island, i.e. on Zanzibar. Based on our findings, we propose that P. parkeri should be categorized as Near Threatened on the IUCN Red List.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958523222&partnerID=40&md5=e30ab7bc2bbaf5e31cc4bd7720da80ac,NA,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,35-49,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,2,"Environmental Niche Plasticity of the Endemic Gecko Phelsuma Parkeri Loveridge 1941 from Pemba Island, Tanzania: a Case Study of Extinction Risk on Flat Islands by Climate Change.",selected,NA,selected
Barnosky201010,ARTICLE,"Barnosky, A.D. and Lindsey, E.L.",Timing of Quaternary megafaunal extinction in South America in relation to human arrival and climate change,Quaternary International,2010,217,1-2,NA,10.1016/j.quaint.2009.11.017,NA,"South America lost more genera in the Quaternary megafaunal extinction than any other continent, but how it fits into the worldwide extinction has been unclear largely due to the lack of chronological resolution. This work evaluated 138 published radiocarbon dates for megafauna and 402 published dates for early (>8000 BP) South American archaeological sites. A total of 93 megafauna dates for 15 genera, and 110 archaeological dates on early human appearance, are robust enough to assess correspondence between last-appearance records of megafauna, first-appearance records of humans, and the Younger Dryas to Holocene climatic transition in six different regions of South America. Interesting patterns come to light, but are based on few dates, particularly in northern South America. No taxon other than Mylodon has >7 robust dates, and many taxa have less than 3 dates. Accordingly, an assessment of how likely it is that only a few dates will yield the youngest date in an underlying frequency distribution of dates was conducted, by applying probability and bootstrapping analyses to 27 dates on Mylodon from southern Patagonia, 26 of them from a single site. It was found that 15 dates out of a sample of 27 will commonly yield a date within 200 years of the youngest date in the sample. For that reason, and because even for a taxon with many dates it is likely that the youngest dated specimen pre-dates the actual time of extinction, most of the last-appearance dates are interpreted as recording the last time taxa were abundant on the landscape, rather than extinction per se. With those caveats in mind, on a continental scale most megafauna have last appearances after human arrival, but seem to last at least 1000 years after first human presence. Some taxa apparently survived >6000 years after humans entered South America and >1000 years after the end-Pleistocene climatic changes. Last-appearance patterns for megafauna differ from region to region, but in Patagonia, the Argentine and Uruguayan Pampas, and Brazil, extinctions seem more common after humans arrive and during intensified climatic change between 11.2 and 13.5 ka. This pattern suggests that a synergy of human impacts and rapid climate change-analogous to what is happening today-may enhance extinction probability. Nevertheless, even in these regions, some megafauna persisted for thousands of years after human arrival and after the climate warmed. These results highlight the need for future intensive dating efforts on South American megafauna and archaeological remains. Â© 2009 Elsevier Ltd and INQUA.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950519630&doi=10.1016%2fj.quaint.2009.11.017&partnerID=40&md5=8bf6d4dc8939dfc1c82f10c020d8c25b,NA,NA,Article,NA,Scopus,NA,cited By 171,NA,NA,10-29,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Timing of Quaternary Megafaunal Extinction in South America in Relation to Human Arrival and Climate Change.,selected,NA,selected
Dudgeon2010127,ARTICLE,"Dudgeon, D.","Requiem for a river: Extinctions, climate change and the last of the yangtze",Aquatic Conservation: Marine and Freshwater Ecosystems,2010,20,2,NA,10.1002/aqc.1098,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649173285&doi=10.1002%2faqc.1098&partnerID=40&md5=678b4f3e2f14a642a69eb303c28ddf37,NA,NA,Article,NA,Scopus,NA,cited By 38,NA,NA,127-131,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Requiem for a River: Extinctions, Climate Change and the Last of the Yangtze.",selected,NA,selected
Wang2009183,ARTICLE,"Wang, Y.-H. and Ferguson, D.K. and Feng, G.-P. and Wang, Y.-F. and Zhilin, S.G. and Li, C.-S. and Svetlana, P.-T. and Yang, J. and Ablaev, A.G.",The Phytogeography of the extinct angiosperm Nordenskioeldia (Trochodendraceae) and its response to climate changes,"Palaeogeography, Palaeoclimatology, Palaeoecology",2009,280,1-2,NA,10.1016/j.palaeo.2009.05.019,NA,"Elucidating the spatio-temporal distributions of terrestrial plants is a key for interpreting the origin of distribution patterns and the tempo of intercontinental disjunction. Nordenskioeldia was distributed in eastern Asia and North America from the Late Cretaceous to the Miocene. Its fossil record provides important information on former patterns of disjunction and dispersal in the Northern Hemisphere. New specimens from the Paleocene of China allow us to further extend the history of the group and provide the impetus to review its distribution in space and time. The comparative morphological survey on fossil Nordenskioeldia found in the Paleocene sediments in both eastern Asia and North America confirms that they belonged to the same morpho-species, which indicates a close floristic continuity between both continents due to land connection available during that time. The spatio-temporal distributions of Nordenskioeldia indicate that the taxon probably expanded eastward from eastern Asia into North America by the end of Early/Middle Maastrichtian, subsequently colonized Greenland, northeastern North America and Spitsbergen in the Early Paleocene, and finally became extinct in the Miocene. The fluctuations in its northern limits took place in response to climate changes: warming from the Paleocene to the Eocene, cooling during the Eocene-Oligocene and amelioration during the Late Oligocene-Mid-Miocene. Crown Copyright Â© 2009.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749116214&doi=10.1016%2fj.palaeo.2009.05.019&partnerID=40&md5=4a0b91addff4e88274a57d5ea36b997e,NA,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,183-192,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Phytogeography of the Extinct Angiosperm Nordenskioeldia (Trochodendraceae) and Its Response to Climate Changes.,selected,NA,selected
